시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,점포구분명
수원시,홈플러스(주) 영통점,20000825,,1,정상영업,,031-201-8000,16100,,경기도 수원시 영통구 봉영로 1576 (영통동),경기도 수원시영통구 영통동 994번지 2호,16704,37.2518134073,127.0726078415,대형마트,206365.525998588    ,416652.302063509    ,대규모점포
수원시,영동시장,19691219,,1,정상영업,,031 251 0171,2813,,경기도 수원시 팔달구 수원천로255번길 6 (영동),경기도 수원시팔달구 영동 8번지,442010,37.2768907290,127.0187173017,시장,201579.422662333    ,419466.645368527    ,대규모점포
수원시,(주)지에스리테일 GS수퍼 수원권선점,20170602,,1,정상영업,,031-8006-4646,247.68,16582,"경기도 수원시 권선구 권광로 55 (권선동, 권선자이이편한세상)",경기도 수원시 권선구 권선동 1330번지 권선자이이편한세상 상가 B105호~107호,16582,37.2548365273,127.0261423317,구분없음,202272.314911266    ,416779.040640403    ,준대규모점포
수원시,NC수원 터미널점,20010913,,1,정상영업,,031-8065-3614,26072.06,,경기도 수원시 권선구 경수대로 270 (권선동),경기도 수원시권선구 권선동 1189호,16585,37.2504974396,127.0208246964,그 밖의 대규모점포,201782.733539809    ,416501.699329972    ,대규모점포
수원시,홈플러스(주)익스프레스 화서점,20111031,,1,정상영업,,031-255-8543,668.6,442864,경기도 수원시 팔달구 화양로35번길 6 (화서동),경기도 수원시 팔달구 화서동 212번지,442150,37.2812332597,126.9965233753,구분없음,199618.524997219    ,419934.041211331    ,준대규모점포
수원시,홈플러스(주)익스프레스 매탄점,20111031,,1,정상영업,,031-212-8543,235,443373,경기도 수원시 영통구 효원로 363 (매탄동),경기도 수원시 영통구 매탄동 1352번지,443370,37.2596128459,127.0419006795,구분없음,203603.318348757    ,417765.146732457    ,준대규모점포
수원시,홈플러스(주)익스프레스 수원매탄2점,20140922,,1,정상영업,,031-217-8545,237.7,443800,경기도 수원시 영통구 중부대로 254 (매탄동),경기도 수원시 영통구 매탄동 153-23번지,16531,37.2745193451,127.0435699811,구분없음,203789              ,419188              ,준대규모점포
수원시,롯데쇼핑(주) 롯데슈퍼 인계점,20090710,,1,정상영업,,031-217-5604,402,442828,경기도 수원시 팔달구 권광로 262 (인계동),경기도 수원시 팔달구 인계동 362번지,442828,37.2706396939,127.0356755572,구분없음,203099.991549467    ,418750.31119818     ,준대규모점포
수원시,(주)이마트 광교점,20150629,,1,정상영업,,02-380-9394,16100.78,443270,경기도 수원시 영통구 광교로 191 (이의동),경기도 수원시 영통구 이의동 1240번지,443270,37.2963728697,127.0469017985,대형마트,204159.790089055    ,421622.575786236    ,대규모점포
수원시,이천일아울렛 수원점,19911203,,1,정상영업,,031-227-2001,8235.79,442831,경기도 수원시 팔달구 중부대로 34-15 (인계동),경기도 수원시 팔달구 인계동 754번지 1호,442070,37.2744398254,127.0211580058,구분없음,201804.869251433    ,419164.239282992    ,대규모점포
수원시,롯데쇼핑(주)롯데슈퍼 영화점,20031211,,1,정상영업,,031-241-5000,1255.7,440301,경기도 수원시 장안구 수성로 337 (정자동),경기도 수원시 장안구 정자동 16-2번지,16311,37.2927855048,127.0085409931,구분없음,200716              ,421202              ,준대규모점포
수원시,엘리웨이 광교,20180307,,1,정상영업,,02-539-1781,14809.24,16500,경기도 수원시 영통구 광교중앙로25번길 74 (원천동),경기도 수원시 영통구 원천동 582번지 9호,16500,37.2761514449,127.0507904830,그 밖의 대규모점포,204437.000117278    ,419359.853305028    ,대규모점포
수원시,홈플러스(주) 서수원점,20111212,,1,정상영업,,031-8019-1024,20860.31,16393,경기도 수원시 권선구 금곡로 236 (금곡동),경기도 수원시 권선구 금곡동 1116번지 홈플러스,16393,37.2744372277,126.9558834150,대형마트,195965.467968544    ,419154.417182672    ,대규모점포
수원시,롯데쇼핑(주) 롯데슈퍼 정자점,20021205,,1,정상영업,,031-246-9092,1482.6,440301,경기도 수원시 장안구 정자천로 187 (정자동),경기도 수원시 장안구 정자동 874-2번지,16334,37.2965613775,126.9954621899,구분없음,199524.963492432    ,421620.627876998    ,준대규모점포
수원시,(주)이마트 수원점,20010913,,1,정상영업,,031-207-1054,10907.67,441713,경기도 수원시 권선구 경수대로 270 (권선동),경기도 수원시 권선구 권선동 1189번지,16585,37.2504974396,127.0208246964,그 밖의 대규모점포,201911              ,416485              ,대규모점포
수원시,(주)지에스리테일 수원장안점,20151231,,1,정상영업,,02-2006-3059,968.32,,경기도 수원시 장안구 이목로 24-3,경기도 수원시 장안구 정자동 600번지 28호 B01호,16336,37.3096123577,126.9847447316,구분없음,198579.673691569    ,423070.550240623    ,준대규모점포
수원시,롯데몰수원,20141120,,1,정상영업,,031-247-3055,74247.63,16621,"경기도 수원시 권선구 세화로 134 (서둔동, 롯데몰수원점)",경기도 수원시 권선구 서둔동 381번지 롯데몰수원점,16621,37.2641013965,126.9973705173,쇼핑센터,199674.228802059    ,418024.819167454    ,대규모점포
수원시,(주)지에스리테일 GS 수퍼 수원매탄점,20121217,,1,정상영업,,031-211-2034,550.46,,,경기도 수원시 영통구 매탄3동 신매탄위브하늘채아파트 303상가 제비동동 제지호,443751,,,구분없음,,,준대규모점포
수원시,(주)이마트 서수원점,20050818,,1,정상영업,,031-895-1052,14301,441819,경기도 수원시 권선구 수인로 291 (구운동),경기도 수원시 권선구 구운동 925번지,441819,37.2826692976,126.9703199061,대형마트,197288.720762935    ,420051.3394073      ,대규모점포
수원시,롯데쇼핑(주) 롯데마트 영통점,20011117,,1,정상영업,,031-201-7283,30647,,경기도 수원시 영통구 봉영로 1579 (영통동),경기도 수원시영통구 영통동 960번지 1호,16703,37.2527384461,127.0716666812,대형마트,206280.42241937     ,416752.265272239    ,대규모점포
수원시,북수원 패션아울렛,20030425,,1,정상영업,,031-303-0000,19103.46,,경기도 수원시 장안구 경수대로 950 (조원동),경기도 수원시장안구 조원동 893호,16295,37.3035437598,127.0075005776,쇼핑센터,200590.511345382    ,422392.384420752    ,대규모점포
수원시,롯데쇼핑(주) 롯데슈퍼 우만점,20100227,,1,정상영업,,031-216-5603,253.8,442191,경기도 수원시 팔달구 중부대로143번길 39 (우만동),경기도 수원시 팔달구 우만동 559-7번지,16240,37.2799822031,127.0321325369,구분없음,202788              ,419793              ,준대규모점포
수원시,세류종합상가(주),20100520,,4,직권취소,,031- 232-8287,4055.23,,"경기도 수원시 권선구 세권로43번길 26-6 (세류동,외 1필지)",경기도 수원시 권선구 세류동 1255번지 외 1필지,441110,37.2597466480,127.0100300771,그 밖의 대규모점포,200801.489469078    ,417541.882621595    ,대규모점포
수원시,한국까르푸(주) 원천점,20001113,,4,직권취소,,2163300,0,,경기도 수원시 영통구 중부대로 437 (원천동),경기도 수원시영통구 원천동 177번지 1호,16513,37.2700608855,127.0636056648,쇼핑센터,205572.586871555    ,418683.704929064    ,
수원시,삼성홈플러스영통점,20000825,,4,직권취소,,031 2235743,9964.65,,경기도 수원시 영통구 봉영로 1576 (영통동),경기도 수원시영통구 영통동 994번지 2   호,16704,37.2518134073,127.0726078415,그 밖의 대규모점포,206365.525998588    ,416652.302063509    ,
수원시,The SAY,20030915,,4,직권취소,,031-229-3000,7107.75,,"경기도 수원시 팔달구 수원천로231번길 3 (구천동,외 3필지)",경기도 수원시팔달구 구천동 10번지 24호 외 3필지,442140,37.2743215061,127.0186547015,쇼핑센터,201564.663966       ,419154.508545656    ,
수원시,뉴코아,19911203,,4,직권취소,,031 2305505,0,,경기도 수원시 팔달구 중부대로34번길 15 (인계동),경기도 수원시팔달구 인계동 754번지 1호,16470,37.2744398254,127.0211580058,백화점,201804.869251433    ,419164.239282992    ,
수원시,수원역사(주),20030211,,4,직권취소,,2542040,0,,,경기도 수원시팔달구 매산로1가 18호,16622,37.2673114745,126.9997627732,백화점,199920.315059193    ,418246.163173145    ,
수원시,삼성테스코(주)홈플러스 영통점,20000825,,4,직권취소,,0312018000,16100,,경기도 수원시 영통구 봉영로 1576 (영통동),경기도 수원시영통구 영통동 994번지 2호,16704,37.2518134073,127.0726078415,대형마트,206365.525998588    ,416652.302063509    ,대규모점포
수원시,세파월드,19960304,,4,직권취소,,031-806-3000,9181.51,,경기도 수원시 팔달구 권광로 138 (인계동),경기도 수원시팔달구 인계동 1131호,16491,37.2598881313,127.0316253226,그 밖의 대규모점포,202733.785515907    ,417547.640185091    ,대규모점포
수원시,태영상가,19930424,,4,직권취소,,031 2541563,1118.02,,경기도 수원시 장안구 영화로25번길 22 (영화동),경기도 수원시장안구 영화동 418호,16273,37.2890424952,127.0080012537,그 밖의 대규모점포,200637.262318195    ,420786.010029043    ,대규모점포
수원시,벽산그랜드코아,19950418,,4,직권취소,,254-7882,840.03,,경기도 수원시 장안구 송정로 96 (정자동),경기도 수원시장안구 정자동 9번지 2호,16311,37.2952613046,127.0078140804,그 밖의 대규모점포,200619.437205347    ,421482.986394107    ,
수원시,(주)이마트수원점,20011005,,4,직권취소,,031-207-1051,0,,경기도 수원시 권선구 경수대로 270 (권선동),경기도 수원시 권선구 권선동 1189번지,441390,37.2504974396,127.0208246964,대형마트,201782.733539809    ,416501.699329972    ,대규모점포
수원시,권선종합프라자,20010303,,4,직권취소,,031-221-7083,0,,,경기도 수원시권선구 곡반정동 485번지 8호,,,,그 밖의 대규모점포,,,대규모점포
수원시,세파월드,20060125,,4,직권취소,,031 2336102,3423.73,,경기도 수원시 팔달구 권광로 138 (인계동),경기도 수원시팔달구 인계동 1131호,16491,37.2598881313,127.0316253226,그 밖의 대규모점포,202733.785515907    ,417547.640185091    ,
수원시,삼성테스코(주)홈플러스 북수원점,20000826,,4,직권취소,,003102598124,0,,경기도 수원시 장안구 경수대로 930 (조원동),경기도 수원시 장안구 조원동 896번지,440200,37.3027649664,127.0088032891,대형마트,200709.882349856    ,422304.072581475    ,대규모점포
수원시,벽산그랜드코아,19950418,,4,직권취소,,031-254-7882,3185,,"경기도 수원시 장안구 송정로 96 (정자동,외 1필지)",경기도 수원시장안구 정자동 9번지 2호 외 1필지,440300,37.2952613046,127.0078140804,그 밖의 대규모점포,200619.437205347    ,421482.986394107    ,대규모점포
수원시,롯데쇼핑(주) 롯데슈퍼 화서3점,20110812,,3,폐업처리,20200531,031-422-5601,356.6,442151,경기도 수원시 팔달구 동말로25번길 100 (화서동),경기도 수원시 팔달구 화서동 244-21번지,16436,37.2819382735,126.9948604237,구분없음,199472              ,419999              ,준대규모점포
수원시,롯데쇼핑(주) 롯데슈퍼 화서2동점,20111118,,3,폐업처리,20160928,031-245-5606,549.4,442151,경기도 수원시 팔달구 화양로 53 (화서동),경기도 수원시 팔달구 화서동 273-6번지,16436,37.2827271734,126.9959606659,대형마트,199585              ,420095              ,준대규모점포
수원시,뉴타운백화점,19950904,,3,폐업처리,20080805,031 2207000,0,,경기도 수원시 팔달구 권선로741번길 17 (인계동),경기도 수원시팔달구 인계동 1132번지 2   호,16491,37.2586294179,127.0324450739,백화점,202799.495974001    ,417412.176376763    ,
수원시,The SAY,20030918,,3,폐업처리,20100928,031-229-3000,7107.65,,경기도 수원시 팔달구 수원천로231번길 3 (구천동),경기도 수원시팔달구 구천동 10번지 24호,16263,37.2743215061,127.0186547015,쇼핑센터,201564.663966       ,419154.508545656    ,
수원시,해피니스,20030828,,3,폐업처리,20181031,031-267-0913,11974.95,,"경기도 수원시 팔달구 정조로 735 (중동,외 19필지)",경기도 수원시팔달구 중동 94번지 외 19필지,16263,37.2736532067,127.0161323661,쇼핑센터,201370.282085318    ,419064.970970706    ,대규모점포
수원시,(주)이마트에브리데이 인계점,20140916,,3,폐업처리,20181031,031-223-3701,658.79,442832,경기도 수원시 팔달구 장다리로 306-29 (인계동),경기도 수원시 팔달구 인계동 319-6번지,16484,37.2739915220,127.0307596785,구분없음,,,준대규모점포
수원시,롯데쇼핑(주) 롯데슈퍼 수원세류점,20110805,,3,폐업처리,20190827,031-898-5602,180,441111,경기도 수원시 권선구 세류로 328-8 (세류동),,,,,대형마트,,,준대규모점포
수원시,홈플러스테스코(주) 원천점,20001113,,3,폐업처리,20151109,031-217-6345,9326.64,,경기도 수원시 영통구 중부대로 437 (원천동),경기도 수원시영통구 원천동 177번지 1호,16513,37.2700608855,127.0636056648,대형마트,205572.586871555    ,418683.704929064    ,대규모점포
수원시,(주)한화갤러리아 수원점,19950823,,3,폐업처리,20200212,031-229-7114,26206.49,442773,경기도 수원시 팔달구 효원로 282 (인계동),경기도 수원시 팔달구 인계동 1125번지 1호,442773,37.2609723202,127.0322614286,백화점,202789.286441115    ,417668.604957868    ,대규모점포
수원시,롯데쇼핑(주) 롯데슈퍼 파장점,20090331,,3,폐업처리,20181210,031-226-5601,283.1,440301,경기도 수원시 장안구 정자로 164 (정자동),경기도 수원시 장안구 정자동 429-43번지,16340,37.3054582052,126.9933828894,대형마트,199343.774809016    ,422597.278237535    ,준대규모점포
수원시,롯데쇼핑(주) 롯데슈퍼 수원경기대점,20110411,,3,폐업처리,20210415,031-243-5601,118,440240,경기도 수원시 장안구 광교산로 138 (연무동),경기도 수원시 장안구 연무동 7-3번지,16213,37.2996789247,127.0301939431,구분없음,202609              ,421977              ,준대규모점포
수원시,세류시장,19850926,,3,폐업처리,20080131,00000000,0,,,경기도 수원시권선구 세류동 351호,16575,37.2597376311,127.0097583727,그 밖의 대규모점포,,,
수원시,Issue Nine(이슈나인),20050608,,3,폐업처리,20080402,031 2930701,0,,경기도 수원시 장안구 서부로 2139 (율전동),경기도 수원시장안구 율전동 285번지 2호,16360,37.2994501132,126.9716577894,쇼핑센터,197415.282009885    ,421941.502670022    ,
수원시,삼성상가(매탄2차),19891013,,2,휴업처리,,,1210,,경기도 수원시 영통구 매영로 10 (매탄동),경기도 수원시영통구 매탄동 810호   ,16538,37.2696188745,127.0443778028,그 밖의 대규모점포,203799.904863612    ,418620.261609977    ,
수원시,벽산상가,19890901,,2,휴업처리,,031 2513149,1520.42,,경기도 수원시 장안구 조원로 16 (조원동),경기도 수원시장안구 조원동 510호   ,16279,37.2985628900,127.0216144125,그 밖의 대규모점포,201815.605058376    ,421777.700454972    ,
수원시,지동시장,19661228,,2,휴업처리,,031 2560202,0,,,경기도 수원시팔달구 지동 402호   ,16243,,,그 밖의 대규모점포,,,
수원시,풍성상가,19950329,,2,휴업처리,,,1502,,경기도 수원시 권선구 금호로15번길 15 (금곡동),경기도 수원시권선구 금곡동 262번지 10호   ,16398,37.2698294831,126.9535705799,그 밖의 대규모점포,195754.702536711    ,418628.904740583    ,
수원시,임광종합상가,19910117,,2,휴업처리,,,3008,,,경기도 수원시영통구 매탄동 1162호   ,16546,37.2559872171,127.0390583288,그 밖의 대규모점포,203351.415403575    ,417267.714665067    ,
수원시,새수원리빙타운,19930316,,2,휴업처리,,,2564,,경기도 수원시 권선구 수성로 18 (구운동),경기도 수원시권선구 구운동 463호   ,16426,37.2808468090,126.9760180370,그 밖의 대규모점포,197816.821324019    ,419948.630301716    ,
수원시,정자종합시장,19951007,,2,휴업처리,,,5111,,경기도 수원시 장안구 수성로261번길 16 (정자동),경기도 수원시장안구 정자동 73번지 10호   ,16314,37.2906893723,127.0009054604,그 밖의 대규모점포,200009.359196742    ,420969.503695715    ,
수원시,권선종합상가,19930914,,2,휴업처리,,,5139,,경기도 수원시 권선구 세권로195번길 13 (권선동),경기도 수원시권선구 권선동 1050호   ,16566,37.2558250568,127.0253918735,그 밖의 대규모점포,202182.05658491     ,417106.365488999    ,
수원시,신수원종합상가,19911207,,2,휴업처리,,,3972,,경기도 수원시 권선구 수성로 18 (구운동),경기도 수원시권선구 구운동 463호   ,16426,37.2808468090,126.9760180370,그 밖의 대규모점포,197816.821324019    ,419948.630301716    ,
수원시,영동유통상가,19891126,,2,휴업처리,,,2512,,경기도 수원시 권선구 수성로 18 (구운동),경기도 수원시권선구 구운동 463호   ,16426,37.2808468090,126.9760180370,그 밖의 대규모점포,197816.821324019    ,419948.630301716    ,
수원시,신미주상가,19930331,,2,휴업처리,,0312559 001,1793.8,,경기도 수원시 장안구 수성로275번길 133 (정자동),경기도 수원시장안구 정자동 29번지 1호   ,16315,37.2951664760,126.9981116401,그 밖의 대규모점포,199760.390050774    ,421464.970008239    ,
수원시,동남종합상가,19890919,,2,휴업처리,,,2326,,경기도 수원시 영통구 인계로 219 (매탄동),경기도 수원시영통구 매탄동 810번지 3호   ,16537,37.2651222480,127.0423861043,그 밖의 대규모점포,203654.140907291    ,418212.585267662    ,
수원시,동남2차 종합상가,19921126,,2,휴업처리,,,3020,,경기도 수원시 팔달구 인계로 154 (인계동),경기도 수원시팔달구 인계동 1114번지 1호   ,16488,37.2662986444,127.0343149778,그 밖의 대규모점포,202973.411454839    ,418262.114394234    ,
수원시,연무시장,19850926,,2,휴업처리,,031 2423429,1984,,경기도 수원시 장안구 연무로13번길 81-3 (연무동),경기도 수원시장안구 연무동 235번지 4호   ,16220,37.2949628124,127.0252137967,그 밖의 대규모점포,202166.185927416    ,421443.22492852     ,
수원시,그린맨션상가,19900228,,2,휴업처리,,031 244 736,1034,,,경기도 수원시장안구 정자동 417호   ,16340,37.3045963112,126.9962999515,그 밖의 대규모점포,199548.887708373    ,422515.309022382    ,
수원시,남문백화점,19770119,,2,휴업처리,,031 2548011,1410.06,,경기도 수원시 팔달구 정조로770번길 7 (팔달로3가),경기도 수원시팔달구 팔달로3가 25번지 6호   ,16262,37.2769932904,127.0173404985,백화점,201466.415403351    ,419450.525743974    ,
수원시,구운종합상사,19910531,,2,휴업처리,,,2637,,경기도 수원시 권선구 수성로 18 (구운동),경기도 수원시권선구 구운동 463호   ,16426,37.2808468090,126.9760180370,그 밖의 대규모점포,197816.821324019    ,419948.630301716    ,
수원시,역전지하상가,19800303,,2,휴업처리,,,1775,,,경기도 수원시팔달구 매산로1가 17호   ,,37.2694057905,126.9984173810,그 밖의 대규모점포,199794.366539051    ,418615.283687763    ,
수원시,한국상가,19940219,,2,휴업처리,,,2496,,경기도 수원시 영통구 매영로 84 (매탄동),경기도 수원시영통구 매탄동 1217호   ,16542,37.2679070387,127.0516740779,그 밖의 대규모점포,204464.095380815    ,418391.409337421    ,
수원시,매교상가,19890316,,2,휴업처리,,,4969,,,경기도 수원시권선구 세류동 351호   ,16575,37.2597376311,127.0097583727,그 밖의 대규모점포,,,
수원시,뉴코아 한신상가,19911112,,2,휴업처리,,,3137,,,경기도 수원시팔달구 인계동 319번지 7호   ,16484,,,그 밖의 대규모점포,,,
수원시,삼풍프라자,19930920,,2,휴업처리,,031 253 405,1803.62,,경기도 수원시 장안구 만석로210번길 77 (송죽동),경기도 수원시장안구 송죽동 496번지 24호   ,16304,37.3028492640,127.0052370678,그 밖의 대규모점포,200391.817196159    ,422319.693795832    ,
수원시,조원시장,19691219,,2,휴업처리,,0312463 650,0,,,경기도 수원시장안구 조원동 814호   ,16308,,,그 밖의 대규모점포,,,
수원시,인계종합상가,19930713,,2,휴업처리,,,4340,,경기도 수원시 팔달구 장다리로 179 (인계동),경기도 수원시팔달구 인계동 997호   ,16479,37.2660060807,127.0242114358,그 밖의 대규모점포,202074.573773907    ,418228.810181332    ,
수원시,수원새로나,19940520,,2,휴업처리,,,5459,,경기도 수원시 팔달구 중부대로 47,경기도 수원시팔달구 지동 371.호   ,16245,37.2756965123,127.0220862633,그 밖의 대규모점포,,,
수원시,한국주택종합상가,19930913,,2,휴업처리,,,1616,,,경기도 수원시  호   ,,,,그 밖의 대규모점포,,,
수원시,동성탑스아울렛,19951007,,2,휴업처리,,031 2207000,873,,경기도 수원시 장안구 정조로 941 (영화동),경기도 수원시장안구 영화동 308번지 1호   ,16271,37.2912941364,127.0119127454,그 밖의 대규모점포,200985.458858618    ,421034.206614612    ,
수원시,유천종합시장,19910319,,2,휴업처리,,0312566 017,2282.29,,경기도 수원시 장안구 창훈로66번길 11-3 (연무동),경기도 수원시장안구 연무동 21호   ,16214,37.2979323316,127.0284559336,그 밖의 대규모점포,202452.472242522    ,421775.195313257    ,
수원시,원천성일상가,19940127,,2,휴업처리,,,1628,,경기도 수원시 영통구 동탄원천로1109번길 42 (매탄동),경기도 수원시영통구 매탄동 1199호   ,16528,37.2713962313,127.0566725889,그 밖의 대규모점포,204913.095541881    ,418779.556620816    ,
시흥시,시흥플랑드르,20200617,,5,영업개시전,,,27134.94,14999,"경기도 시흥시 장현능곡로 155, 시흥 플랑드르 (능곡동)",경기도 시흥시 능곡동 235-1 시흥 플랑드르,14999,37.3710186339,126.8072928232,그 밖의 대규모점포,182831.655780319    ,429921.541814953    ,대규모점포
시흥시,롯데마켓 999 시흥정왕역점,20120419,,1,정상영업,,031-433-3859,168.9,429450,경기도 시흥시 오동마을로 14 (정왕동),경기도 시흥시 정왕2동 2319번지 3호   101호,429452,37.3526092,126.7430521,,177169.734152622    ,427882.357489452    ,준대규모점포
시흥시,시흥배곧 아브뉴프랑 센트럴,20190806,,1,정상영업,,02-6177-0315,47820.69,15011,"경기도 시흥시 서울대학로264번길 7, 시흥배곧 아브뉴프랑 센트럴 (정왕동)",경기도 시흥시 정왕동 1771번지 31호,15011,37.3691267298,126.7260417622,그 밖의 대규모점포,174116.463264643    ,428572.132228513    ,대규모점포
시흥시,신세계프리미엄아울렛 시흥점,20190318,,1,정상영업,,02-2185-1234,43925.09,15010,경기도 시흥시 서해안로 699 (정왕동),경기도 시흥시 정왕동 1772-7번지,15010,37.3793816,126.7364450,전문점,176761              ,430935              ,대규모점포
시흥시,롯데쇼핑(주) 롯데마트 시화점,20050331,,1,정상영업,,031 496 7722,2512,429853,경기도 시흥시 마유로238번길 26 (정왕동),경기도 시흥시 정왕동 1366번지 4호,15079,37.3376271419,126.7306774357,대형마트,176013.580530478    ,426137.322631345    ,대규모점포
시흥시,홈플러스(주)시화점,20040317,,1,정상영업,,031 434 7684,19305,429450,경기도 시흥시 희망공원로 269 (정왕동),경기도 시흥시 정왕동 2166번지 4호,15081,37.3452082082,126.7252373690,대형마트,175571.408649221    ,427063.061719326    ,대규모점포
시흥시,한국기계유통단지관리사무소,20170406,,1,정상영업,,031-507-2004,26011.6,15119,경기도 시흥시 시화벤처로 6-19 (정왕동),경기도 시흥시 정왕동 2632번지,15119,37.3326288208,126.6855310518,전문점,172118              ,425572              ,대규모점포
시흥시,시화공작기계 스텐레스판매조합,20080616,,1,정상영업,,498-6985,19599.9,429793,경기도 시흥시 산기대학로 115 (정왕동),경기도 시흥시 정왕동 2166번지 2호,429450,37.3467776,126.7224418,전문점,175342.113845703    ,427240.561121589    ,대규모점포
시흥시,시화공구상가사업협동조합,19970317,,1,정상영업,,031 4305001,22877.58,429879,경기도 시흥시 공단1대로 204 (정왕동),경기도 시흥시 정왕2동 1364번지,429879,37.3380881563,126.7239784257,전문점,175470.687063644    ,426164.742756383    ,대규모점포
시흥시,시화유통상가사업협동조합,19970317,,1,정상영업,,031 430 0114,23740.74,429853,"경기도 시흥시 공단1대로 244, 지원상가동 308호 (정왕동)",경기도 시흥시 정왕동 1367-1번지 지원 상가동 308호,15103,37.3350844628,126.7271117887,전문점,175866              ,425836              ,대규모점포
시흥시,오이도종합어시장,20030820,,1,정상영업,,031 499 3770,4762,429867,경기도 시흥시 오이도어시장로 8 (정왕동),경기도 시흥시 정왕동 2005번지 3호,429867,37.3445579,126.6888647,그 밖의 대규모점포,172364.612934904    ,427003.027263832    ,대규모점포
시흥시,스틸랜드 관리단,20080220,,1,정상영업,,031-8041-4500,214876.79,429937,경기도 시흥시 오이도로 21 (정왕동),"경기도 시흥시 정왕동 2210,2212,2213번지",429450,37.3462087460,126.6981873285,전문점,173311              ,426801              ,대규모점포
시흥시,롯데쇼핑(주) 롯데마트 시흥배곧점,20160922,,1,정상영업,,02-2145-8487,13550.1,15011,"경기도 시흥시 서울대학로278번길 67 (정왕동, 롯데마트(시흥배곧점))",경기도 시흥시 배곧동 202번지 롯데마트(시흥배곧점),15011,37.3688907319,126.7313182505,대형마트,176149              ,429630              ,대규모점포
시흥시,(주)성담유통시화 E-Mart,20000412,,1,정상영업,,031464055,13118.28,429861,경기도 시흥시 정왕대로 210 (정왕동),경기도 시흥시 정왕동 1734번지 1호,429450,37.3460811,126.7368675,대형마트,176599.546077229    ,427145.740913738    ,대규모점포
시흥시,롯데쇼핑(주) 롯데마트 시흥점,20000226,,1,정상영업,,031 435 7500,7480,429874,경기도 시흥시 비둘기공원로 28 (대야동),경기도 시흥시 대야동 542번지,429874,37.4430368253,126.7919559438,대형마트,181520.673307238    ,437898.181862031    ,대규모점포
시흥시,롯데쇼핑(주) 롯데슈퍼 시흥정왕점,20111024,,3,폐업처리,20190630,0314315601,100.7,429847,경기도 시흥시 군서로46번길 8-1 (정왕동),경기도 시흥시 정왕동 1205번지,15052,37.3465018844,126.7478921710,그 밖의 대규모점포,177589              ,427208              ,준대규모점포
시흥시,롯데슈퍼 대야가맹점,20120423,,3,폐업처리,20131231,031-314-0270,267.3,429810,경기도 시흥시 대골안길 41 (대야동),경기도 시흥시 대야동 472호,429010,37.4457385,126.7886334,,181216              ,438216              ,준대규모점포
시흥시,시화유통상가사업협동조합,20041203,,2,휴업처리,,031 430 3636,23740.74,,,경기도 시흥시 정왕동 호 시화공단 3다 3다,,,,그 밖의 대규모점포,,,
시흥시,삼성테스코(주)홈플러스시화점,20040908,,2,휴업처리,,,19305,,경기도 시흥시 희망공원로 269 (정왕동),경기도 시흥시 정왕동 2166-4호   ,15081,37.3451980,126.7250547,대형마트,,,
시흥시,시화유통상가사업협동조합,20041203,,2,휴업처리,,031 430 3636,23740.74,,,경기도 시흥시 정왕동 호 시화공단 3다 3다,,,,그 밖의 대규모점포,,,
시흥시,정왕시장조합,20030729,,2,휴업처리,,031 433 5177,3019.99,,경기도 시흥시 뒷방울길 80 (정왕동),경기도 시흥시 정왕동 1호   ,15007,37.3715784,126.7570533,그 밖의 대규모점포,178415.477913612    ,429982.431301423    ,
안산시,GS슈퍼마켓 안산고잔점,20181224,,5,영업개시전,,,129.79,15351,"경기도 안산시 단원구 고잔로 67, 힐스테이트중앙 A동 101호 (고잔동)",경기도 안산시 단원구 고잔동 532번지,,37.3199247,126.8352462,구분없음,185329.74103884     ,424234.7804161      ,준대규모점포
안산시,안산시 시민시장,19970814,,1,정상영업,,031  411 1040,4748.8,15387,"경기도 안산시 단원구 화랑로 149 (초지동, 안산시민시장)",경기도 안산시 단원구 초지동 604번지 4호,15387,37.3250863,126.8053022,그 밖의 대규모점포,182678.467316641    ,424813.191382151    ,대규모점포
안산시,안산종합유통단지,19920430,,1,정상영업,,003104945787,18121.96,425850,경기도 안산시 단원구 산단로 348 (원곡동),경기도 안산시 단원구 원곡동 994번지,425850,37.3266127,126.7867494,그 밖의 대규모점포,181034.70168025     ,424985.683162494    ,대규모점포
안산시,(주)이마트 트레이더스 안산점,20110622,,1,정상영업,,02-380-9422,9207.06,15402,"경기도 안산시 단원구 중앙대로 397, 이마트트레이더스 (신길동)",경기도 안산시 단원구 신길동 1687번지 이마트트레이더스,15402,37.3311715243,126.7849927694,대형마트,180873.786214121    ,425492.088360076    ,대규모점포
안산시,천혜그레이스,20101208,,1,정상영업,,031-411-7733,6105.58,,경기도 안산시 단원구 광덕4로 244 (고잔동),경기도 안산시 단원구 고잔동 729번지 5호,425020,37.3142809,126.8392973,그 밖의 대규모점포,185689.81761758     ,423609.133118183    ,
안산시,홈플러스(주)안산고잔점,20020724,,1,정상영업,,031-445-2080,15909.39,425807,경기도 안산시 단원구 광덕대로 175 (고잔동),경기도 안산시 단원구 고잔동 707번지 2호,425807,37.3119141209,126.8289385051,대형마트,184766.070784522    ,423338.223688148    ,대규모점포
